Nutzer,Frage,Zeitpunkt,Antwort,Gewicht,Alter,Geschlecht,Bevölkerungsdichte,Kaufkraft,Berufliche Stellung,Berufsbildung,Beschäftigungsstatus,Familienstand,Kinder im Haushalt,Ost_West,Religion,Bildungsabschluss,Sonntagsfrage
c2f1a5d763f76588b88467c9f541ab95074af81b,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,1.69640194131588,18 - 29,Männer,Sehr niedrig,Niedrig,Nicht berufstätig,Studium oder höher,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Osten,Eine andere,Abitur,AfD
9095c8ec02976d1056dd50a1f8072eb68dd12b4a,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.47329848691071602,50 - 64,Männer,Mittel,Sehr hoch,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Mittlere Reife,CDU/CSU
a903e681c17d395ae8d234dbfd4d7ce8a89004fd,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.68897811989242896,65 +,Frauen,Hoch,Sehr hoch,Nicht berufstätig,Berufsausbildung,Rentner,Ledig,Keine Kinder im Haushalt,Westen,Konfessionslos,Mittlere Reife,FDP
96a4dd6245a1842b1f7f18571b4bfc2fa30efcc4,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.67870694680308097,65 +,Männer,Hoch,Sehr hoch,Nicht berufstätig,Studium oder höher,Rentner,Geschieden,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,SPD
3a2b0e4d0f84a194954ba76401cc17f3200e8424,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,1.081034479847,65 +,Männer,Mittel,Hoch,Nicht berufstätig,Studium oder höher,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Abitur,CDU/CSU
32df5c88839aa5e580bb6d7f857050da6b028ffc,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.21731390703971101,50 - 64,Männer,Sehr hoch,Mittel,Arbeiter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Abitur,Grüne
48d21a8b6f38699f1960cf71c024a8025749bd1c,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,1.5839667520103999,65 +,Frauen,Sehr niedrig,Sehr niedrig,Nicht berufstätig,Studium oder höher,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,SPD
3a56dc8cf9c1f490e2b30b3997402553da69b258,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.76770897696669205,40 - 49,Frauen,Sehr hoch,Sehr hoch,Angestellter,Studium oder höher,Arbeitnehmer,Ledig,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,Grüne
82029c947154cef0da90e03c3c1027cbe2f448b7,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,1.11958635017285,65 +,Frauen,Niedrig,Sehr hoch,Leitender Angestellter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Kinder im Haushalt,Westen,Katholisch,Mittlere Reife,CDU/CSU
f327a0914157dac51e6da35f6d704e5f49e3b8d4,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,1.3436502723768,40 - 49,Männer,Hoch,Mittel,Angestellter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,Grüne
69dd157864868f3eadbb3b8f2403e7ec815c1e59,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.62281477944263697,50 - 64,Frauen,Hoch,Niedrig,Angestellter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Katholisch,Abitur,FDP
b59d361fc52db0f3c91e1968a57a26bae3201d5d,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,2.6897060725565201,30 - 39,Männer,Mittel,Sehr hoch,Angestellter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,Grüne
9afb2eee7d034b3c74f8b38dbbb64167f29cc5f1,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,1.4954676249188901,30 - 39,Frauen,Hoch,Sehr hoch,Angestellter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Kinder im Haushalt,Westen,Konfessionslos,Abitur,FDP
d8f567e8be2c5392549bfbf5c41e279724aff02b,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.75317434109993797,40 - 49,Männer,Hoch,Sehr hoch,Angestellter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Kinder im Haushalt,Westen,Katholisch,Abitur,Grüne
8f941ae03b6e71bd0fec473c029f59d96342841b,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.35576226739649702,50 - 64,Männer,Hoch,Sehr niedrig,Selbstständig,Studium oder höher,Selbstständige,Geschieden,Keine Kinder im Haushalt,Osten,Konfessionslos,Mittlere Reife,Grüne
dcc9618dbeb596ced9421e7ee25c4f432e99db36,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.77911589675586401,50 - 64,Frauen,Mittel,Mittel,Nicht berufstätig,Berufsausbildung,Rentner,Geschieden,Keine Kinder im Haushalt,Westen,Katholisch,Mittlere Reife,CDU/CSU
40802494481ea1edd524e9dac8c8bcc671f4cf5b,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,1.1931181273045599,65 +,Männer,Mittel,Niedrig,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Hauptschule / kein Abschluss,Grüne
318904f870501dfa1f0f7930ae180624bd6f4a5e,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,1.92118299652285,30 - 39,Frauen,Hoch,Sehr hoch,Beamter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Kinder im Haushalt,Westen,Konfessionslos,Abitur,Grüne
ce7b3e1f3d9663a94ef3833d94d9e049f093add1,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,2.3473255205446302,30 - 39,Frauen,Niedrig,Niedrig,Selbstständig,Studium oder höher,Selbstständige,Verheiratet / Verwitwet,Kinder im Haushalt,Westen,Konfessionslos,Abitur,Sonstige
05f6be87a9a50e1dacbc00ce2be8ba875bd9a9e3,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,2.038824925139,40 - 49,Männer,Mittel,Hoch,Leitender Angestellter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Kinder im Haushalt,Westen,Evangelisch,Abitur,AfD
3251470af68bb6c01a0f290ef8d0f8f32e7c75de,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.41353813147607099,50 - 64,Frauen,Hoch,Sehr hoch,Nicht berufstätig,Studium oder höher,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,FDP
7eaba0492cb3a10918fee681e6fa7cd2140b6f4f,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.57305718104220305,50 - 64,Frauen,Sehr niedrig,Sehr niedrig,Angestellter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Osten,Evangelisch,Abitur,AfD
55196b84cd856a805ce99b4fe97fe709ab78c31b,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.94926058902750898,65 +,Männer,Niedrig,Mittel,Nicht berufstätig,Studium oder höher,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,FDP
cc2e88ca1bc51b62d45941f7df58ba35a41944cf,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,2.0969554306936802,65 +,Männer,Mittel,Mittel,Nicht berufstätig,Studium oder höher,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Osten,Konfessionslos,Abitur,Nichtwähler
97c917abf730698345948ea5d537c28fc8b5f174,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.88445541467835698,65 +,Frauen,Hoch,Sehr niedrig,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Katholisch,Abitur,FDP
c99f873930f13d5b1d47d2d5b42b3571c67cd6a0,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.60420612718692002,50 - 64,Frauen,Mittel,Sehr hoch,Angestellter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Mittlere Reife,SPD
e42ac28742d031bc80afac336194aa67b3a88206,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.64860334977767697,50 - 64,Frauen,Hoch,Niedrig,Nicht berufstätig,Berufsausbildung,Arbeitslose / Nichterwerbspersonen,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,Grüne
ab3c1221a73082cfc9cb85966efb97dbebf6baed,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.81140539776616005,50 - 64,Frauen,Mittel,Sehr niedrig,Angestellter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Osten,Konfessionslos,Abitur,CDU/CSU
a0fa19afe72cf3f22dc70e2d0816798beb9b7406,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.81160579287029,40 - 49,Männer,Mittel,Sehr hoch,Weiß nicht / keine Angabe,Studium oder höher,Arbeitnehmer,Weiß nicht / keine Angabe,Keine Kinder im Haushalt,Westen,Weiß nicht / keine Angabe,Abitur,FDP
2349c5618de852069a9e069b7f4ff74c8b945f0b,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.47627518288486098,50 - 64,Männer,Hoch,Hoch,Selbstständig,Studium oder höher,Selbstständige,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Abitur,SPD
c3dc2be377b29b41e47c415365da2703842ea4f9,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.52709408346747599,50 - 64,Männer,Hoch,Sehr niedrig,Leitender Angestellter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Abitur,SPD
77946ebed2ee310e3bec0c7f3585fc7557f07321,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,2.9176668919958599,30 - 39,Männer,Mittel,Hoch,Weiß nicht / keine Angabe,Weiß nicht / keine Angabe,Arbeitslose / Nichterwerbspersonen,Verheiratet / Verwitwet,Weiß nicht / keine Angabe,Osten,Weiß nicht / keine Angabe,Weiß nicht / keine Angabe,Nichtwähler
b2c884df1ece05969fc70fc7a557aa7e0cbb67c6,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,1.42959881975391,65 +,Frauen,Niedrig,Sehr hoch,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Mittlere Reife,CDU/CSU
4a99966806aeb8c6a3fb75eb6a0eaa42cd115fc2,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,3.7794664272157799,18 - 29,Männer,Mittel,Hoch,Angestellter,Studium oder höher,Arbeitnehmer,Ledig,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,Grüne
80c7397296c6e9f12e41e9c5d0953d6cd7c11137,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.61089512073845798,50 - 64,Frauen,Mittel,Hoch,Selbstständig,Berufsausbildung,Selbstständige,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Katholisch,Abitur,Grüne
476ef6117001fb28824f87c0c43808e00eb4f7c2,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,2.8788872180477498,40 - 49,Frauen,Hoch,Sehr niedrig,Weiß nicht / keine Angabe,Studium oder höher,Arbeitslose / Nichterwerbspersonen,Verheiratet / Verwitwet,Weiß nicht / keine Angabe,Osten,Eine andere,Abitur,Nichtwähler
2a6389cf9976cb1ffede713f88dfb58a922be304,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,1.80102661509645,65 +,Frauen,Niedrig,Niedrig,Nicht berufstätig,Ohne Abschluss,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Osten,Evangelisch,Mittlere Reife,CDU/CSU
ca270cfa49209d45a8fa0da8c5d0d62ba8fafd9b,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,2.46700138630634,18 - 29,Männer,Hoch,Sehr hoch,Arbeiter,Studium oder höher,Arbeitnehmer,Ledig,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,SPD
8c397574222d1210837cfebb7255ec4c018a930e,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.87341183491907204,50 - 64,Männer,Sehr hoch,Sehr niedrig,Arbeiter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,CDU/CSU
b35dc0c8f9b74f307b46bd16b16f75e15486e81b,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.38634936756185401,65 +,Frauen,Hoch,Mittel,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Katholisch,Abitur,Grüne
45f83cfeb7e27cb9c48e7f2d962bc5b0bde805c0,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.249561126431669,50 - 64,Männer,Niedrig,Sehr niedrig,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Osten,Konfessionslos,Mittlere Reife,AfD
d0d619c542f33fc51865780ef6c213f1c202739f,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,1.4190104794295699,65 +,Männer,Sehr niedrig,Mittel,Nicht berufstätig,Studium oder höher,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,CDU/CSU
1e9de53d76e672cdac8312560544d6967f6df453,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.44331389941362398,65 +,Männer,Sehr hoch,Mittel,Selbstständig,Studium oder höher,Rentner,Ledig,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,FDP
4b47772fd4bf4d570db17e0f3adc9babc861db45,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.62999979611078805,50 - 64,Männer,Niedrig,Hoch,Arbeiter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Katholisch,Abitur,CDU/CSU
74109c891cf4a1e0b2db3063cbc06feef3dc6df4,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.583288554597028,50 - 64,Männer,Mittel,Mittel,Leitender Angestellter,Berufsausbildung,Arbeitnehmer,Geschieden,Keine Kinder im Haushalt,Westen,Katholisch,Mittlere Reife,CDU/CSU
bdd13cdb3f5a2266e9e1973dfe213d24fa5f3fd3,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.56402416594664995,50 - 64,Männer,Niedrig,Sehr hoch,Nicht berufstätig,Berufsausbildung,Arbeitslose / Nichterwerbspersonen,Ledig,Keine Kinder im Haushalt,Westen,Katholisch,Mittlere Reife,Grüne
aeaf964c7ec116b07abf588f9103f5dee8a2adb2,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.73591952315074904,50 - 64,Männer,Sehr niedrig,Niedrig,Beamter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,CDU/CSU
c54bcc1bee7c28cb592c230a508ec41d75c78d14,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.857302824309363,18 - 29,Frauen,Niedrig,Niedrig,Angestellter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Weiß nicht / keine Angabe,Osten,Eine andere,Abitur,AfD
c66e280c30978534ffc94d36b2433bec7543f703,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.31116414521021202,65 +,Männer,Niedrig,Niedrig,Leitender Angestellter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Kinder im Haushalt,Osten,Konfessionslos,Abitur,AfD
822c171440210a8ace59f7ed95b797bf28a6f1b5,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.20962436196829101,50 - 64,Männer,Hoch,Sehr hoch,Selbstständig,Berufsausbildung,Selbstständige,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Mittlere Reife,AfD
a1bcfa1efbe5a36cf990e60cab39d46d2a0f28b5,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.231759446233331,65 +,Männer,Mittel,Sehr hoch,Nicht berufstätig,Studium oder höher,Rentner,Geschieden,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,Grüne
4dc466b4b826602d0083126f693dd6994db60f98,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.54933343369933796,40 - 49,Männer,Sehr hoch,Hoch,Beamter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,SPD
150ac7284a7e38fd5863bc3c8218e859ed314b29,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,5.3117159490271302,18 - 29,Frauen,Mittel,Hoch,Angestellter,Noch in Ausbildung,Studenten,Ledig,Keine Kinder im Haushalt,Westen,Evangelisch,Abitur,CDU/CSU
70dfbe2e86b0b670f3ba5c6e7e028a3f48a48ce8,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.195764842371417,65 +,Männer,Hoch,Sehr hoch,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Osten,Konfessionslos,Mittlere Reife,Grüne
10fe0557e40df80efeaeada312dcd4dddb2036af,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.63948564630504501,65 +,Frauen,Mittel,Sehr hoch,Nicht berufstätig,Studium oder höher,Rentner,Verheiratet / Verwitwet,Kinder im Haushalt,Westen,Konfessionslos,Abitur,FDP
cc952289e8b3ff7b06fe4b888a335cba38806f2d,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,1.03244279923758,65 +,Männer,Mittel,Sehr niedrig,Leitender Angestellter,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Kinder im Haushalt,Westen,Konfessionslos,Mittlere Reife,SPD
cba367e62a7bdc7d80318291972ec5617d6fe252,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.32585172204448398,50 - 64,Männer,Sehr hoch,Sehr niedrig,Nicht berufstätig,Studium oder höher,Arbeitslose / Nichterwerbspersonen,Ledig,Keine Kinder im Haushalt,Westen,Evangelisch,Abitur,CDU/CSU
08eb708162854e848e5f7f339218e0fdbf32621d,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.86872239569476495,65 +,Frauen,Mittel,Sehr hoch,Angestellter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,SPD
314aba23da558d2532d2b51a9c883401728e5b77,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,8.3962773675543101,30 - 39,Männer,Mittel,Mittel,Leitender Angestellter,Berufsausbildung,Arbeitnehmer,Ledig,Keine Kinder im Haushalt,Westen,Katholisch,Hauptschule / kein Abschluss,Grüne
bd078ed3d1c73ea377036807faf6e5f237972eda,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,1.3035138947840901,65 +,Frauen,Hoch,Mittel,Nicht berufstätig,Studium oder höher,Rentner,Geschieden,Keine Kinder im Haushalt,Westen,Katholisch,Abitur,SPD
6453c956b86a66ed7f1a8ec83be4ccd8e54560c1,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,1.92118299652285,30 - 39,Frauen,Hoch,Sehr hoch,Angestellter,Studium oder höher,Arbeitslose / Nichterwerbspersonen,Verheiratet / Verwitwet,Kinder im Haushalt,Westen,Katholisch,Abitur,Grüne
462d6bd5eec5f899d53abdb665fd0358ffa284aa,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,3.21307859186865,30 - 39,Männer,Mittel,Sehr niedrig,Arbeiter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Katholisch,Mittlere Reife,Grüne
96ee3889294fcdd1654b15c9892cd413e40d1e16,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.65455894396887304,50 - 64,Frauen,Hoch,Sehr niedrig,Beamter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Katholisch,Abitur,SPD
68762cc9b64374ebfcb4aa15292ceacec5f2f6a3,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.53536441682114599,65 +,Frauen,Sehr hoch,Sehr hoch,Nicht berufstätig,Studium oder höher,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Katholisch,Abitur,SPD
8d14160275856b3db3dea9d9853d64ef817d7086,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.52709408346747599,50 - 64,Männer,Hoch,Sehr niedrig,Nicht berufstätig,Berufsausbildung,Arbeitslose / Nichterwerbspersonen,Geschieden,Keine Kinder im Haushalt,Westen,Konfessionslos,Mittlere Reife,SPD
61136cbe796125710ab8612dfbe26280a460a65e,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.65292062542233897,65 +,Männer,Mittel,Hoch,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Mittlere Reife,Linke
3f90985903a0f1d13269c8ef803b04eb4bedf809,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,3.0298313868242399,18 - 29,Frauen,Hoch,Sehr hoch,Selbstständig,Studium oder höher,Selbstständige,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Osten,Konfessionslos,Abitur,FDP
9096e8825ba473aeed68e0f8fc40f981f63feb4c,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.97770574566145496,65 +,Frauen,Hoch,Hoch,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Osten,Konfessionslos,Mittlere Reife,SPD
eb6d029271cd60f39d778b3ea8f815f6c04ed4b5,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-23,Bin schon fest entschieden,0.28267038803849698,50 - 64,Frauen,Sehr hoch,Sehr hoch,Leitender Angestellter,Studium oder höher,Arbeitnehmer,Geschieden,Keine Kinder im Haushalt,Westen,Evangelisch,Abitur,Grüne
